MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	ConversationContext	Cat
sent message to nick that We need to sync up on Skills Teams LT review 12-04-19.	COMMUNICATION	send_text	sent message to <contact_name>nick</contact_name> that <message>We need to sync up on Skills Teams LT review 12-04-19</message>	{'UserFileNames': ['iOS Core Skills + Extras', 'iOS Commute Pass Gmail', 'Android Core skills+Extras', 'Cortana in Teams R2 Weekly Shiproom', 'Running Feature Rollouts', 'MSAI - CSI Work List', 'Vendor Allocation', 'MSA and AAD Report', 'ICE Services Weekly Review', 'Sample App Testing', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'DRI NoteBook', 'Skills Teams LT review 12-04-19', 'Feedback OKRs', 'DRI', 'iOS Commute Outlook Pass', 'Kingston_Core Skills_Testing', 'Kingston-Device 2-BVT', 'Bugs on Kingston', 'Data Oracle'], 'UserFileNameKeyPhrases': ['nl search', 'shiproom', 'nl', 'om focused shiproom', 'focused shiproom', 'om shiproom', 'om focused', 'dev spec', 'msai', 'focused', 'lu', 'fy20', 'dev', 'substrate', 'deprecation plan cortana', 'working session 2020', 'search for messages', 'deprecation cortana', 'cortana in teams', 'deprecation plan']}	NegativeCrossDomainMatch
sent message to nick that who else should involved in this Teams Suggested Tips review.	COMMUNICATION	send_text	sent message to <contact_name>nick</contact_name> that <message>who else should involved in this Teams Suggested Tips review</message>	{'UserFileNames': ['Smart Reply Android R1 Release', 'Sustained Engineering Newsletter 2-3', 'Completion Rate Analysis', 'Cortana in Teams R2 Weekly Shiproom', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'Data Handling Standards', 'Action Item UXR', 'Cortana Israel - Requests and Scheduling Intent- Shiproom', 'Teams Suggested Tips', 'Suggested replies with file - Jan 2020 Update', 'יום צילום 2', 'Conversation count by Cortana Response - make a call - contact', 'Private build', 'Conversation count by Cortana Response', 'Globalization-Jan 2020 Update', 'Microsoft Teams Customer Pitch Deck', 'WordMail and SwiftKey', 'Teams Smart Reply - Metrics', '202001_WorkingSession_RoleOfAIInEffectiveMeetings', 'Smart Suggestions in Teams - Sep 2019'], 'UserFileNameKeyPhrases': ['shiproom', 'cortana teams', 'msai', 'fy20', 'cortana in teams', 'voice skills', 'voice', 'deprecation', 'wave 1', 'q2', 'ai', 'skills test', 'israel', 'communication collaboration post', 'communication and collaboration', 'collaboration and communication', 'communication collaboration', 'deprecation plan cortana', 'collaboration post wave', 'communication and post']}	NegativeCrossDomainMatch
text everyone on the next meeting that send the ObjectStore INT DRI.	COMMUNICATION	send_text_meeting	text everyone on the <order_ref>next</order_ref> meeting that <message>send the ObjectStore INT DRI</message>	{'UserFileNames': ['MTIS - Meeting intelligent', '01-30-2020 Knowledge Bot - Full', 'Welcome', 'Cortana in Teams FAQ', 'DRI Playbook', 'MTIS Overview', '08-15-2019  ‘SCIS’ Extension- supporting conversation caching - Full', 'OneNote_DeletedPages', 'DeepLearning', 'APIs', 'ObjectStore INT DRI', 'Running Experiments - Advanced', 'Cortana transition announcement - DRAFT', 'Cortana in Teams R2 Weekly Shiproom', 'Cortana UWP app - skill readiness', 'Compliant Skills - Onboarding Steps', 'M365 Search - 3S Instrumentation - Client Contracts', 'Evoke', 'Deprecation Deck v2', 'Cortana in Teams - Pending work for GA'], 'UserFileNameKeyPhrases': ['shiproom', 'msai', 'fy20', 'perf', 'om focused shiproom', 'focused shiproom', 'om shiproom', 'om focused', 'substrate', 'omc', 'substrate perf shiproom', 'substrate shiproom', 'substrate perf', 'perf shiproom', 'fy20 q3', 'focused', 'feedback', 'emails', 'redirection service guide', 'substrate shiproom 2020']}	NegativeCrossDomainMatch
text everyone on the upcoming meeting that send the M365 Search - 3S Instrumentation - Client Contracts.	COMMUNICATION	send_text_meeting	text everyone on the <order_ref>upcoming</order_ref> meeting that <message>send the M365 Search - 3S Instrumentation - Client Contracts</message>	{'UserFileNames': ['202001_SubstrateIntelligenceWorkingSession_RoleOfAIInEffectiveMeetings', 'Cortana in Teams FAQ', 'M365 Search - 3S Instrumentation - Client Contracts', '[Migrated] Analyzing Experiments', 'Jan2020Status', 'Cortana UWP app - skill readiness', 'Old - S+A Assistant Resourcing Map', 'DRI', 'Principal Briefing FINAL Posted Jan 23 2020', 'OneNote_DeletedPages', '2020-01-17 EC Investment Areas Update', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'SL_Newsletter_Details_Jan2020', 'S+A OM focused Shiproom 01282020', 'RichCaption tasks', 'Microsoft Search User Job Framework', 'MSAI Universal Search and Recommendations Pre-read', 'Name-Resolution-UX-Improvements', 'M365 Global Stories FY20 Summary', 'Scheduler comms _ Dec 4, 2019'], 'UserFileNameKeyPhrases': ['test cases', 'ios', 'commute', 'test cases report', 'testcasesreport', 'set up cortana', 'cases report', 'set cortana', 'os', 'cases', 'core skills extras', 'extras and skills', 'cases report week', 'skills and extras', 'test report week', 'ios commute pass', 'test cases week', 'core and extras', 'os commute pass', 'cortana teams']}	NegativeCrossDomainMatch
text everyone on the previous meeting that Is the proposal M365 Search - 3S Instrumentation - Client Contracts ready.	COMMUNICATION	send_text_meeting	text everyone on the <order_ref>previous</order_ref> meeting that <message>Is the proposal M365 Search - 3S Instrumentation - Client Contracts ready</message>	{'UserFileNames': ['M365 Search - 3S Instrumentation - Client Contracts', 'Metrics', 'Instrumentation', 'S+A Test Suite', 'Model Self-Serve', 'OCPMart-Issue-Tracker', 'Cortana Platform Weekly Shiproom 3Feb2020', 'MicrosoftSearch-UniversalAPI', 'Analysis and Data', 'Sovereign Environments', 'Cosmos Convergence Subs', 'Android Core skills+Extras', 'iOS Core Skills + Extras', 'Kingston_Core Skills_Testing', 'Bugs on Kingston', 'Organizing Cortana Geneva Accounts', 'iOS Commute Pass Gmail', 'MSA and AAD Report1', 'Cortbee4501-Cortbee4699', 'Kingston-Device 2'], 'UserFileNameKeyPhrases': ['msai', 'substrate', 'shiproom', 'fy20', 'substrate perf shiproom', 'substrate shiproom', 'working session', 'substrate perf', 'perf shiproom', 'commute', '24h', 'perf', 'omc', 'substrate shiproom 2020', 'substrate perf 2020', 'perf shiproom 2020', 'substrate 2020', 'shiproom 2020', 'mobile search', 'perf 2020']}	NegativeCrossDomainMatch
hey cortana message the current meeting send the Documentation.	COMMUNICATION	send_text_meeting	hey cortana message the <time>current</time> meeting <message>send the Documentation</message>	{'UserFileNames': ['2020_01_SmartComposeMonthlyReview', 'Cortana in Teams R2 Weekly Shiproom', 'Meeting Notes', 'Running Experiments', 'MRU++', 'Roaming', 'Documentation', 'WebAuth', 'Jan Review', 'OneNote_DeletedPages', 'Manganese-Search', 'Config Service', 'queriesToTestDayOverview', 'Day Overview - PM one pager', 'Weekly Whole Page and Answers Ship Meeting', 'Sprint Status', 'Cortana Learn', 'Keypoints Pipeline', 'M365 Search - 3S Instrumentation - Client Contracts', 'Voice Skills BVT Manual Test Cases (Core)'], 'UserFileNameKeyPhrases': ['shiproom', 'cortana in teams', 'cortana teams', 'msai', 'cortana on windows', 'cortana windows', 'deprecation', 'perf', 'om focused shiproom', 'focused shiproom', 'voice skills', 'om shiproom', 'om focused', 'fy20', 'voice', '3s', 'focused', 'deprecation plan cortana', 'search instrumentation', 'teams working session']}	NegativeCrossDomainMatch
hey cortana message the current meeting share the file Substrate Perf Shiproom - 2020-1-29 with John.	COMMUNICATION	send_text_meeting	hey cortana message the <time>current</time> meeting <message>share the file Substrate Perf Shiproom - 2020-1-29 with John</message>	{'UserFileNames': ['Manual Testing', 'Substrate Perf Shiproom - 2020-1-29', 'OneNote_DeletedPages', '(Deprecated) ARM Templates and Parameters', 'LCS', 'FY21 Substrate Budget Planning', 'Core Platform Shiproom -- CURRENT', 'Cortana on Windows Vibranium International Plan', 'Outlook Mobile SERP Migration', 'CIH Technical Ref', 'Feature designs', "FY20Q3 OKR's - Core UX", 'Bing Answers test cases', 'Feedback OKRs', 'Cortex-SM protocol', 'OMC Perf doc', "FY20 Q2 OKR's - UXO", 'Cortana International Expansion Rough Costing', 'Cortana in Teams R2 Weekly Shiproom', 'GRC Review Office Hours Sign-Up Sheet'], 'UserFileNameKeyPhrases': ['test cases', 'test cases report', 'cases report', 'testcasesreport', 'cases', 'cases report week', 'test report week', 'test cases week', 'cases week', 'test week', 'ios', 'commute', 'report week', 'set up cortana', 'set cortana', 'test report', 'os', 'core skills', 'core skills extras', 'skills and extras']}	NegativeCrossDomainMatch
hey cortana message the current meeting send the M365 Search - 3S Instrumentation - Client Contracts.	COMMUNICATION	send_text_meeting	hey cortana message the <time>current</time> meeting <message>send the M365 Search - 3S Instrumentation - Client Contracts</message>	{'UserFileNames': ['Investigating', 'Assistant Roadmap Sync', 'Transit', 'template_Radio_Queries', 'CortanaPerfVisualizations', 'PerfStatusUpdates', 'Speech IPR Report', 'FY21 Substrate Budget Planning', 'M365 Search - 3S Instrumentation - Client Contracts', 'SM FY20 preview scenarios', 'Bing Answers test cases', 'S+A OM focused Shiproom 02042020', 'Android Core skills+Extras', 'SM + Cortana Platform Weekly Shiproom 5Feb2020', 'Platform-wide', 'IcM PowerBI Base Query', 'CustomizationData_CortanaInTeams_20190620', 'Cortana Platform Weekly Shiproom 10Feb2020', 'One Communications Intelligence Framing', 'Substrate Perf Shiproom - 2020-1-29'], 'UserFileNameKeyPhrases': ['test cases', 'test cases report', 'testcasesreport', 'cases report', 'msai', 'cases', 'set up cortana', 'set cortana', 'ios', 'commute', 'os', 'core skills', 'core skills extras', 'skills and extras', 'extras and skills', 'ios commute pass', 'core and extras', 'os commute pass', 'skills extras', 'commute pass']}	NegativeCrossDomainMatch
text everyone in upcoming meeting Is the proposal Cortana_Assistance_RajeshMPR_Jan2020_Deck ready.	COMMUNICATION	send_text_meeting	text everyone in <order_ref>upcoming</order_ref> meeting <message>Is the proposal Cortana_Assistance_RajeshMPR_Jan2020_Deck ready</message>	{'UserFileNames': ['Cortana UWP app - skill readiness', 'Specs+Designs', 'GRC Review Office Hours Sign-Up Sheet', 'SM FY20 preview scenarios', 'Cortana_Assistance_RajeshMPR_Jan2020_Deck', 'Cortana Platform Weekly Shiproom 10Feb2020', 'FY20 Q3 Assistant Platform - Runtime OKR', 'REST Shiproom - Impacting Issues', 'Kingston-WorkingDeck', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'MSAI Universal Search and Recommendations', 'ComplianceAuth_onebox_Err', 'Automatic Meeting Agenda (and Notes) Generation', 'D365OKRs', 'BFSDK Design Spec - Support DGI in 1P BF skill', 'FileAttachment', 'UploadedFileAttachment', 'ReferenceAttachment', 'יום צילום 2', 'Relevance'], 'UserFileNameKeyPhrases': ['shiproom', 'cortana in teams', 'cortana teams', 'msai', 'cortana on windows', 'cortana windows', 'deprecation', 'perf', 'om focused shiproom', 'focused shiproom', 'voice skills', 'om shiproom', 'om focused', 'fy20', 'voice', '3s', 'focused', 'deprecation plan cortana', 'search instrumentation', 'teams working session']}	NegativeCrossDomainMatch
text everyone in upcoming meeting We need to sync up on Cortana in Teams FAQ.	COMMUNICATION	send_text_meeting	text everyone in <order_ref>upcoming</order_ref> meeting <message>We need to sync up on Cortana in Teams FAQ</message>	{'UserFileNames': ['Voice Skills BVT - basic test cases', '01-30-2020 Knowledge Bot - Full', 'Transit', 'Cortana in Teams FAQ', 'MTIS Overview', 'DeepLearning', 'DRI', 'ממן3', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'S+A OM focused Shiproom 01282020', 'Microsoft Search User Job Framework', 'Name-Resolution-UX-Improvements', 'FY21 Substrate Budget Planning', 'IcM PowerBI Base Query', 'Assistant Roadmap Sync', 'Feedback Working Session Document', 'Deprecation Proposal - January 2020 - LT Review', 'Flighting in compliance -Phase1', 'Android Core skills+Extras', 'The day after - R2 Prep'], 'UserFileNameKeyPhrases': ['customer driven', 'outlook mobile', 'shiproom', 'substrate', 'driven', 'deprecation', 'jan2020', 'msai', 'okrs', 'm365', 'rajesh', 'skill', 'assistant user relationship', 'assistant relationship', 'core customer driven', 'm365 customer driven', 'working session 2020', 'alexa data handling', 'om focused shiproom', 'cortana on windows']}	NegativeCrossDomainMatch
text everyone in upcoming meeting do you know about S+A OM focused Shiproom 01282020.	COMMUNICATION	send_text_meeting	text everyone in <order_ref>upcoming</order_ref> meeting <message>do you know about S+A OM focused Shiproom 01282020</message>	{'UserFileNames': ['Cortana UWP app - skill readiness', '01-30-2020 Knowledge Bot - Full', 'Deprecation plan - Cortana Mobile Apps', 'Deprecation Proposal - January 2020 - LT Review', 'Cortana on Windows Vibranium International Plan', 'GDPR Service Solution for Cortana', 'Hx Partner Asks', 'S+A H2 Planning', 'Cortana transition announcement - DRAFT', 'Cortana in Teams R2 Weekly Shiproom', 'S+A Assistant Resourcing Map', 'Augmentation Loop Walking Deck', 'S+A OM focused Shiproom 01282020', 'Search and Assistant in Outlook Mobile - Quarterly Plan Checkpoint - January 29th', 'BillingWorker', 'Deprecation Deck v2', 'IcM PowerBI Base Query', 'UWP Skill roundup - Privacy Security Compliance tracking', 'SM FY20 _ full context', 'MicrosoftSearch-UniversalAPI'], 'UserFileNameKeyPhrases': ['msai', 'substrate', 'shiproom', 'fy20', 'substrate perf shiproom', 'substrate shiproom', 'working session', 'substrate perf', 'perf shiproom', 'commute', '24h', 'perf', 'omc', 'substrate shiproom 2020', 'substrate perf 2020', 'perf shiproom 2020', 'substrate 2020', 'shiproom 2020', 'mobile search', 'perf 2020']}	NegativeCrossDomainMatch
let andrew goodsell know Is the proposal Cortana on Windows Vibranium International Plan ready.	COMMUNICATION	send_text	let <contact_name>andrew goodsell</contact_name> know <message>Is the proposal Cortana on Windows Vibranium International Plan ready</message>	{'UserFileNames': ['Assistant', 'Cortana transition announcement - DRAFT', 'Reply in PME V2', 'Cortana on Windows Vibranium International Plan', 'BookmarksSites - Answer - Project', 'Feature Tutorial', 'Web relevance shiproom', 'Calling out new features', 'Substrate Perf Shiproom - 2020-1-29', 'Search and Assistant in Outlook Mobile - Quarterly Plan Checkpoint - October 30th', 'FY21 Substrate Budget Planning', 'MSAI - CSI Work List', 'Core Platform Shiproom -- CURRENT', 'Deprecation Deck v2', 'UWP Skill roundup - Privacy Security Compliance tracking', 'DSAPI Identity design', 'Knowledge Mining Aug 2019 offsite', 'Cortana UWP app - skill readiness', 'Core Relevance Ship Room[Current]', 'Knowledge Management - MSAI-CSI - Directors Update 11-11-2019'], 'UserFileNameKeyPhrases': ['skill', 'fy20', 'shiproom', 'substrate', 'omc', 'search instrumentation', 'calendar answer', 'calendar skill', 'mobile search', 'teams search', 'teams mobile', 'okrs', '3s', 'instrumentation', 'mobile search instrumentation', 'calendarworkingdocument 0113', 'calendar working document', 'substrate perf shiproom', 'calendarworkingdocument', 'substrate shiproom 2020']}	NegativeCrossDomainMatch
let andrew goodsell know do you know about OneNote_DeletedPages.	COMMUNICATION	send_text	let <contact_name>andrew goodsell</contact_name> know <message>do you know about OneNote_DeletedPages</message>	{'UserFileNames': ['Monitoring', 'Engineering Systems', 'OneNote_DeletedPages', 'Running Experiments - Advanced', 'Control Ring (Sterling)', 'Capacity', 'SQL DB Perf Queue CRI Flowchart', 'AI in M365 for MSAI Customer Deck', 'FY21 Substrate Budget Planning', 'Private Link Transitive Access PM Spec', 'TeamsTeamDefectRate', 'FY20 Annotation Asks', 'Birthdays', 'One Communications Intelligence Framing', 'Private Endpoints PM Spec', 'Assistant Roadmap Sync', 'Container security requirements', 'pdp-core dev stuff', 'MoveScheduleToADF', 'Jobs'], 'UserFileNameKeyPhrases': ['shiproom', 'fy20', 'ai', 'mobile search', 'ai proposal', 'msai', '3s', 'platform', 'residency project proposal', 'cortana platform shiproom', 'platform weekly shiproom', 'cortana platform weekly', 'cortana weekly shiproom', 'search instrumentation', 'ai residency proposal', 'ai residency project', 'ai project proposal', 'weekly shiproom feb', 'teams mobile search', 'residency proposal']}	NegativeCrossDomainMatch
